tweet,date,retweet,like,year_month,year,sentiment,new_tweet_text,period,month_year
 malaysia cut its benchmark  interest rate by 50 basis points  the most since early 2009  as it seeks to bolster its newly reopening economy amid the  coronavirus pandemic ,2020-05-05,0,2,2020-05,2020,1,cut interest rate basis since early bolster newly economy amid pandemic,during,2020-05
sad majority malaysia connect word  liberal  to negativity  still remember in class presentation from students who cover  liberal  topic  mention new zealand is one of liberal countries as example   ask class who wants to live there  i looked at their expressions  they re scared ,2020-10-09,0,2,2020-09,2020,0,sad majority connect word liberal negativity still remember class presentation cover liberal topic mention new one liberal example ask class live I,during,2020-10
look at these western medias trying extra hard to make malaysia look bad,2020-08-07,1,2,2020-07,2020,0,look western try extra hard make look bad,during,2020-08
when the libs here putting biden over bernie in their discourse on us politics  i already knew not to follow them too closely   that doesn t mean i don t admire their work    but can we cut that establishment  centrist dnc bullshit  we don t need it here in malaysia  ,2020-09-23,0,2,2020-09,2020,1,discourse politic I already know follow closely mean I admire work cut establishment centrist need,during,2020-09
good morning malaysia  apa khabar semua  we have a bad and equally good news for y all today  let s see  which one should we go with first  hmmmm,2020-05-18,0,2,2020-05,2020,1,good morning apa bad equally good news today let see one go first,during,2020-05
i still remember when i just moved to malaysia from sweden  my skin was really itchy bad  it happened during summer too ,2020-09-15,0,2,2020-09,2020,0,I still remember I skin really itchy bad summer,during,2020-09
malaysia gdp capita ranking is 62 malaysia human development index ranking is 61  good countries have highly positive difference between hdi   gdp ranking  bad countries have big negative ie they can t turn national income into better lives for people we are slightly negative,2020-07-20,2,2,2020-07,2020,0,human development index good highly positive difference bad big negative ie turn national income well people slightly negative,during,2020-07
nervous pulak aku with tomorrow s video call with google malaysia wew,2020-07-21,0,2,2020-07,2020,0,nervous aku tomorrow video call,during,2020-07
tonight on  abc730  the latest on the  covid19aus spread  australians overseas struggling to return as arrival numbers cut   normanswan looks at covid elimination  how effective is the  covidsafe app    petergreste on 5 australian journalists facing jail in malaysia    paul hogan,2020-07-13,3,2,2020-07,2020,0,tonight late spread overseas struggle return arrival cut covid elimination effective face jail hogan,during,2020-07
waf thought helping khalid jamlus is an easy popularity scoop  legend tak legend  khalid ni bad boy perak  late training  masalah off pitch etc  plus malaysia football scene memang saturated compared to europe   south america  susah nak dpt job  khalid situation is a symptom 1 n,2020-09-07,2,2,2020-07,2020,1,think help easy popularity scoop legend legend ni bad boy late training pitch plus football scene saturate south nak job situation symptom n,during,2020-09
i’m in a bad place i live in malaysia,2020-09-26,1,2,2020-09,2020,0,I bad place I live,during,2020-09
im tired of dressing like a bum  everytime i go outside i want to look like im late for a buisness meeting with the prime minister of malaysia   im buying stilettos,2020-05-15,0,2,2020-05,2020,1,tired dress like bum I go outside I want look like late meeting prime minister,during,2020-05
sometimes i feel hopeless living in malaysia  i really want to reach out to somebody but it’s hard for me to trust anybody given the questionable support system and the experience i had  despite all  i won’t give up yet on myself and pray i can and will do ,2020-11-05,0,2,2020-05,2020,1,sometimes I feel hopeless live I really want reach somebody hard I trust anybody give questionable support system experience I despite I win give yet pray I,during,2020-11
the uk is about double the population of malaysia  today  we had more than 3 x the amount of deaths malaysia has had entirely in a single day  the uk government s handling of this crisis is shockingly bad  tens of thousands of unnecessary deaths due to this terrible government ,2020-05-29,2,2,2020-05,2020,0,double population today x amount entirely single day government handling crisis shockingly bad unnecessary due terrible government,during,2020-05
we had too much fun in malaysia and like they say  too much of anything is bad for you ,2020-07-17,0,2,2020-07,2020,1,much fun like say much anything bad,during,2020-07
to malaysia army and indonexia army   we always believe in you   i don t know how bad this feeling   but we always by your side   i love you so much  staystrongmyarmy  wepurpleyoumyarmy,2020-07-05,1,2,2020-05,2020,1,army army always believe I know bad feeling always side I love much,during,2020-07
gen z in malaysia really need to step up because we have so much flaw in education and political issue but most of us just accepting everything not knowing that it is so bad  we just cant accept of being labelled weak one when there is more efficient way to do certain task,2020-07-27,2,2,2020-07,2020,1,gen z really need step much flaw education political issue everything know bad accept weak one efficient way certain task,during,2020-07
we got double b trending in 1st and 2nd in malaysia and the fact that hanbin trending because his voice didn’tget cut out in bornhater  bobby  hanbin  hiphoplayawithbobby,2020-05-27,2,2,2020-05,2020,0,get double b fact voice cut bobby,during,2020-05
i gain a lot of new oomfs so i m going to introduce myself for those who don t know about me    hiii i m cath  i m 02  liner born in september  i m from malaysia east malaysia   and my bias is san ฅ ω ฅ pls don t be shy or scared of interacting with any of my tweets,2020-07-23,0,2,2020-07,2020,1,I gain lot new I go introduce know I I I liner bear I east bias san shy,during,2020-07
hello vv random and unrelated to kpop but i think i wanna study in malaysia starting next year because i hate being in singapore and at my school  i know some girls talked about me and i wanna transfer because i m scared    but at the same time i m also scared ,2020-12-29,0,2,2020-12,2020,0,hello random unrelated I think I study start next year I hate school I know I I transfer I time I also,during,2020-12
i am so sick and tired of malaysia s government,2020-12-15,0,2,2020-12,2020,0,I sick tired government,during,2020-12
imagine wearing bikinis in malaysia  damn i would get criticized so fucking bad,2020-07-16,0,2,2020-07,2020,0,imagine wear damn I would get bad,during,2020-07
overall  wira is a good movie  the fighting is on point but the acting itself i think need to be improved  they even have the legendary yayan ruhian on screen  wow  cinematography wise  not bad at all  ayuh malaysia  i believe we can make it to the oscar one day ,2020-07-19,0,2,2020-07,2020,1,overall good movie fighting point act I think need even legendary screen wow cinematography wise bad I believe make one day,during,2020-07
what is happening in malaysia  sioa i m scared gila ,2020-01-05,0,2,2020-05,2020,1,happen I,during,2020-01
who tf just called me from malaysia and left a voicemail i’m scared,2020-07-07,0,2,2020-07,2020,0,I leave I,during,2020-07
“you looked so tired” bruh i live in malaysia,2020-04-07,0,2,2020-07,2020,0,tired I live,during,2020-04
you think you got bad boss  spare a thought for that corona virus  it only got one day holiday for raya  at least in malaysia ,2020-05-25,1,2,2020-05,2020,0,think get bad boss spare thought corona virus get one day holiday raya least,during,2020-05
i started off the first three months of the year working out rigorously for my summer bod  then covid happened  i got fat and now i ve accepted that it s always going to be summer in malaysia ,2020-06-16,0,2,2020-06,2020,1,I first three year work rigorously summer bod covid I get fat I accept always go summer,during,2020-06
economic stimulus package announcement at 4pm today  hong kong give hkd10k   rm5k  for every adult citizen malaysia have no money so probably they will just cut epf contribution  cut taxes  allow withdrawal of epf dividend   ,2020-02-27,0,2,2020-02,2020,0,economic stimulus package announcement today hong give every adult citizen money probably cut contribution cut allow withdrawal dividend,during,2020-02
me   my team planning if we score the  visit malaysia 2020  the damage would be around rm 1 million  and this so called unknown company charged for 90 freaking million  and look how bad the video is  just ridiculous ,2020-11-06,2,2,2020-06,2020,0,I team score visit damage would around million unknown company million look bad video ridiculous,during,2020-11
my ates are leaving tiarra  their home in malaysia which is also one of my favorite places  to move to a different house  i was supposed to go there next month but covid 19 didn t allow me to  i ll miss that home sooo bad      ,2020-06-22,0,2,2020-06,2020,0,ate leave home also one favorite move different house I suppose go next month covid allow I I miss home bad,during,2020-06
somebody wrote about racism he experienced in japan  pshh  grow some  racism is everywhere  even back home  the only difference is that you have some sort of support system in malaysia  doesn t make it less bad  indirect racism exists in japan  europe and america ,2020-02-15,0,2,2020-02,2020,0,somebody write racism experience japan grow racism everywhere even back home difference sort support system make less bad indirect racism japan,during,2020-02
i did not ask for a bad haircut only for me to be stuck in the car w my dad retelling the history of malaysia s independence to my brother i kind of hate it here   ,2020-06-20,0,2,2020-06,2020,0,I ask bad haircut I stick car w dad retell history independence brother I kind hate,during,2020-06
 singapore and malaysia   will continue to have its ups and downs  we need to take these gyrations with equanimity  neither euphoric when relations are good nor despondent when relations turn bad  we need steady nerves  stamina  patience  while quietly standing up for our rights ,2020-05-27,0,2,2020-05,2020,0,continue need take equanimity neither euphoric good despondent turn bad need steady stamina patience quietly stand,during,2020-05
i was given  2012 age  9 now  17 relationship status  single now  single la lol living  malaysia now  malaysia pets  i dont have one now  no too    was i happy   yes  i didnt remember bad thing happen now  like rn   online classes kill me reply  pledis 17 for a year,2020-07-05,0,2,2020-05,2020,0,I give age relationship status single single la live I one I happy yes I remember bad thing happen like class kill I reply year,during,2020-07
politicians in malaysia continuously playing the blame game and have no shame broadcasting it live in television ,2020-12-11,0,2,2020-11,2020,0,continuously blame game shame live television,during,2020-12
somebody stop those prc from coming to malaysia they brought incurable diseases from their country i m scared,2020-01-23,0,2,2020-01,2020,0,somebody stop come bring incurable country I,during,2020-01
this feels like the night of the votes counting during ge14  cold sweat and nervous af for whats coming for malaysia,2020-02-24,2,2,2020-02,2020,1,like night counting cold sweat nervous come,during,2020-02
what is happening to malaysia right now gosh im scared,2020-02-23,1,2,2020-02,2020,1,happen right gosh,during,2020-02
my housemate told me that someone at her uni  from malaysia  said  i m scared to cough because people will think i have coronavirus   can you cunts just stop it ,2020-05-02,1,2,2020-02,2020,0,housemate tell I someone say I cough people think I stop,during,2020-05
you know what im tired of the ethnic  racial   religious  discourse  regarding malaysia on my timeline    seriously i implore you folks to read more  ,2020-09-01,0,2,2020-01,2020,0,know tired ethnic racial religious discourse regard seriously I implore read,during,2020-09
 i am not talking bad about you  but i will proceed to talk bad about you  said every makcik in malaysia ,2020-12-27,0,1,2020-12,2020,0,I talk bad I proceed talk bad say every,during,2020-12
 imran khan should have gone to malaysia  it s so bad for his credibility  he s supposed to walk us out of so many crises    how will he do that when he can t even attend a summit if he wants to   my father bemoaning the state of affairs over dinner ,2020-03-01,0,1,2020-01,2020,0,khan go bad credibility suppose walk many crisis even attend summit father bemoan state dinner,during,2020-03
12 pm pst is like 3 am in malaysia  i wanna watch  sykkuno ‘s stream so bad,2020-11-12,1,1,2020-12,2020,0,pst like I watch stream bad,during,2020-11
good lord its finally friday and 6 pm  malaysia time zone  i can finally fkin breath and rest my dumbass brain i m so tired with all these exam at home thing i mean it s kinda good thing that we re allowed to look at text books esp me n classmates who don t study  but still ,2020-11-27,0,1,2020-11,2020,1,good lord finally time zone I finally breath rest brain I tired exam home thing I mean good thing look text I n study still,during,2020-11
i am tired of not being able to buy stuffs from overseas because they do not ship to malaysia but they can ship it to singapore  what is thisssss,2020-11-21,0,1,2020-11,2020,0,I tired able buy overseas ship ship,during,2020-11
i took a nap and dreamt that i was already in malaysia lmao the homesickness has gotten really bad,2020-01-21,0,1,2020-01,2020,0,I take nap dream I already homesickness get really bad,during,2020-01
i was just listening to a discussion about us film production and the ccp  they pointed out there were several markets like malaysia  india that have censorship  i don’t have a problem with movies that are being displayed in certain sections of the world where they cut out   ,2020-11-14,0,1,2020-11,2020,0,I listen discussion film production point several like censorship I problem display certain world cut,during,2020-11
i wish lou ships to malaysia  i want a walls merch so bad  ,2020-08-12,0,1,2020-12,2020,0,I wish I want merch bad,during,2020-08
im tired lets just fuck it up and make him go back to malaysia  infamyau,2020-08-12,0,1,2020-12,2020,0,tired make go back,during,2020-08
i’m in a bad place rn  not emotionally but i live in malaysia ,2020-12-28,0,1,2020-12,2020,0,I bad place emotionally I live,during,2020-12
kuilsriver needs a new vape shop that actually stocks mango most   black ice  so tired of driving far out for quality liquid   fyi you ll know if you only vape malaysia liquids  ,2020-10-23,0,1,2020-10,2020,0,need new shop actually stock mango black ice tired drive far quality liquid know,during,2020-10
lemme advice something  do not scared anyone the way you approach them  you approached me asking how i get a korean bf  let me be honest  use your face with a package of attitude malay chinese  indian kat malaysia ni takmau ke ,2020-11-13,0,1,2020-11,2020,1,advice something anyone way approach I I get let I honest use face package attitude kat ni,during,2020-11
let s fly from ksfo to somewhere nearby so i can cut short my trip back to malaysia  fs2020 but i fly to places i ve been on old fsx steam editon days ,2020-01-11,0,1,2020-11,2020,0,let fly somewhere nearby I cut short trip back I fly I old steam day,during,2020-01
lots of artists from malaysia followed me back and i feel grateful for it but i feel bad bcs this is my fan account and i rarely put my artwork here and i rt lots of korean thing  so if any of u see this you can unfollow me tho  btw i like everyone s art,2020-11-12,0,1,2020-12,2020,1,lot I back I feel grateful I feel bad fan account I rarely put I lot thing u see I tho I like everyone art,during,2020-11
malaysia is going well to fight covid 19 until increasing cases due to sabah election then spread to semenanjung especially in the klang valley  so sad because i feel hopeless since this matter seriously affected to our business work  studies  investment  budget 2021   our life ,2020-11-25,0,1,2020-11,2020,0,go well fight covid increase due election spread especially valley sad I feel hopeless since matter seriously affect business work investment budget life,during,2020-11
malaysia  lgbt is a sin also malaysia   plays conan gray s heather like he wasn t talking about his full blown crush on a guy  don t get me wrong i love the song but i got tired of it after hearing it 3 times in 1 hour so i changed to another fm   it s the same song,2020-01-10,0,1,2020-10,2020,0,sin also gray heather like talk full blown crush guy get I wrong I love song I get tired hear time hour I another song,during,2020-01
me in malaysia observing how muslims with “titles” making islam look bad then there’s libtards and millennials making fun of religion  then goes around spreading about mental awareness and overreact on rape issues ,2020-08-12,0,1,2020-12,2020,0,I observe make look bad make fun religion go around spread mental awareness rape,during,2020-08
not strange  blunt truth  found in the net   china beats them all has only 28 cabinet ministers to serve 1 4 billion people    malaysia steals the crown of shame  we have 70 cabinet members plus three envoys with ministerial status to serve a mere 32 million people  ,2020-11-17,0,1,2020-11,2020,0,strange blunt truth find net china cabinet serve billion people crown shame cabinet plus three ministerial status serve mere million people,during,2020-11
our government can help us with reduce interest rate  spend on public work  spend on unemployment benefits  cut business payrolls taxes  tidak pasti malaysia ada ke tax ini  bukan spend dekat jasa and plkn,2020-11-24,0,1,2020-11,2020,1,government help reduce interest rate spend public work spend unemployment cut business tax spend,during,2020-11
recently tried to watch bad boys 2 to prepare myself before watching bad boys 3  omg it s sooo baddd couldn t finish watching it  no wonder in malaysia kena tukar nama jadi bad boys  good cop ,2020-01-29,0,1,2020-01,2020,0,recently try watch bad prepare watch bad finish watch wonder bad good cop,during,2020-01
ayman rashdan wong insights about situation of rohingya still doesn t cut it for me  i think malaysia have done enough in helping them  cukup dah tu kot,2020-04-23,0,1,2020-04,2020,1,wong situation still cut I I think enough help dah tu,during,2020-04
dengar cerita watson malaysia ada problem delivery lambat sampai berbulan  chat kat shoppee tak reply so hi  watsonsmy   can you clarify this  cause i need to buy some of my skincare products but baca review macam bad delivery management  thankyou in advance,2020-04-14,3,1,2020-04,2020,0,problem delivery chat kat reply hi clarify cause I need buy review bad delivery management advance,during,2020-04
don’t mind these niggas   they love bad treatment son,2020-04-26,2,1,2020-04,2020,1,mind love bad treatment son,during,2020-04
slow clap  india has moved palm oil from  free  to  restrict  category in imports from malaysia  this will give boost jobs in india  and gave a befitting reply to palm oil driven economy of malaysia  a  tradewar will begin between indonesia and malaysia for fat market ,2020-01-14,0,1,2020-01,2020,1,slow clap palm oil free restrict category give boost give befit reply palm oil drive economy begin fat market,during,2020-01
finally found my office crushie’s facebook too bad he’s mostly based in malaysia,2020-08-04,0,1,2020-04,2020,0,finally find office bad mostly base,during,2020-08
good news and bad news  good news is the stream is happening  bad news is i injured my shoulder  even more good news  my mic made it to malaysia and should be arriving for the weekend ,2020-04-14,2,1,2020-04,2020,1,good news bad news good news stream happen bad news I injure shoulder even good news make weekend,during,2020-04
i cried so hard to see the situation of rohingya in malaysia i think some rohingya done wrong in malaysia  that s why they hate rohingya  as a human can t blame whole community  as rule of law can punishment those bad habits people  plz humble request don t blame whole  rohingya,2020-04-23,1,1,2020-04,2020,0,I cry hard see situation I think wrong hate human blame whole community rule law punishment bad people humble request blame whole,during,2020-04
i have come to a point i ask myself why didn t i pursue animation since i liked it and admired it so much and really wanting to work with animators     the answer was real and bad 1  i m in malaysia there s no 2d animation school i can know of,2020-04-23,1,1,2020-04,2020,1,I come point I ask I pursue animation since I admire much really want work answer real bad I animation school I know,during,2020-04
the malaysian gomen always stirs up racialized divide among middle malaysia by purportedly emphasizing the giving of business privileges to certain racial groups  the reality is to distract the public from noticing the growing fat among the preferred business elites of all races ,2020-11-24,0,1,2020-11,2020,1,always divide among middle giving business certain racial reality distract public grow fat among preferred business,during,2020-11
it s quite telling that the sharpest critiques liberals in malaysia have towards psm is that one or two people there  who hold no positions there  are bad people  instead of you know  the structure and policies of the party and the statements of their leaders ,2020-04-26,0,1,2020-04,2020,0,quite tell towards one two people hold bad people instead know structure party,during,2020-04
another bad news  malaysia has found a strain of the new  coronavirus that’s probably 10 times more infectious ,2020-08-17,2,1,2020-08,2020,0,another bad news find strain new probably time infectious,during,2020-08
there once was a man from malaysia he had a bad case of akrasia he said “i’m weak in my will so i’ll take another pill just don’t let my bad habits faze ya ”,2020-01-30,0,1,2020-01,2020,0,man bad case say I weak I take another pill let bad faze ya,during,2020-01
bad lucks one after another  a new strain of  coronavirus has been detected in  malaysia that is more infectious at least  10 times more  than the current one  details awaited ,2020-08-17,0,1,2020-08,2020,0,bad one another new strain infectious least time current one,during,2020-08
can bersatu deliver half of the 6 000 vote they received during pru14  for bn anything less than 12k vote is a failure  the result of this election is a litmus test for the strength of the malay dominated perikatan nasional government  slimriver  malaysia,2020-08-29,0,1,2020-08,2020,0,deliver half vote receive anything less vote failure result election litmus test strength dominate government,during,2020-08
this sucks so bad i drove around for an hour trying to find the small tracked packet from pos malaysia but they’re really not selling it in stores  this is fucking stupid,2020-12-16,0,1,2020-12,2020,0,bad I drive around hour try find small track packet really sell stupid,during,2020-12
currently following the malaysia speed festival ultimate class  instead of formula snooze   not bad for asian le mans series regular viper niza racing for leading it      msfsuperturismo,2020-08-30,0,1,2020-08,2020,0,currently follow speed festival ultimate class instead formula snooze bad series regular viper racing lead,during,2020-08
hoping that malaysia recognizes that some foreigners who work in other countries other than their own are in a bad situation trying to enter that country which unfortunately has closed its borders   discovermalaysian,2020-11-08,0,1,2020-08,2020,0,work bad situation try enter country unfortunately close,during,2020-11
let’s go to arab bae  nurdinahsaimi   fckg tired with malaysia,2020-04-20,0,1,2020-04,2020,0,let go bae tired,during,2020-04
levi trending malaysia  something bad going to happen soon,2020-04-14,0,1,2020-04,2020,0,something bad go happen soon,during,2020-04
how i wish the politics in malaysia can be reset  i m tired of seeing the boomers  drama ,2020-08-08,0,1,2020-08,2020,0,I wish politic reset I tired see drama,during,2020-08
malaysia  where even getting 1gb of free data  per day mind you  can be a cause of discontent   alah 1gb je   baik takyah bagi  orang yang ada unifi kat rumah tak dapat ke   worthless help announced yet  i can t even stream a whole netflix series with just 1gb etc   etc   etc  ,2020-01-04,2,1,2020-04,2020,1,even get free datum per day mind cause discontent orang yang kat worthless help yet I even stream whole series,during,2020-01
my best friend is coming back to malaysia from london today and i feel so nervous for her  may allah ease everything ,2020-02-04,1,1,2020-04,2020,1,good friend come back today I feel nervous may ease everything,during,2020-02
if your day isn’t bad enough they found a new strain of covid in malaysia that’s 10 times more contagious ,2020-08-18,0,1,2020-08,2020,0,day bad enough find new strain covid time contagious,during,2020-08
my kids have only just woke up mashaallah  they had iftar with us last night and helped us tidy up ma  they’re usually in bed by 7pm  reminds me of how they used to wake up like this in malaysia  so cute  all tired  hehe ,2020-04-26,0,1,2020-04,2020,1,wake last night tidy usually bed I use wake like cute tired,during,2020-04
ngl malaysia is bad in promoting its tourism    most underrated country,2020-04-30,0,1,2020-04,2020,0,bad tourism country,during,2020-04
where else can i use malay except in malaysia i mean ph s language is different from us here some meanings behind the words are different    im scared that i will offend someone,2020-12-15,0,1,2020-12,2020,0,else I use except I mean language different behind different I offend someone,during,2020-12
why is it so common for malaysia to have power n water cut disruption     like    ,2020-11-24,1,1,2020-11,2020,0,common power n water cut disruption like,during,2020-11
why you need to talk bad about other people that don t know you  and you don t even know if they do plastic surgery duhh  bro and sis  can you stfu  they don t disturb you and that s why malaysia win the second place for online bullying  bcs of people like you guys,2020-12-22,0,1,2020-12,2020,0,need talk bad people know even know plastic surgery sis disturb win second place bully people like,during,2020-12
so i quarantine in hotel kan  the food is okay la  not bad  then the hotel made a whatsapp group chat  people complain the food not nice  diam la  you wanted to come back to malaysia  you got a free stay and free food  just eat ,2020-12-04,0,1,2020-04,2020,1,I quarantine hotel kan food la bad hotel make group chat people complain food nice la come back get free stay free food eat,during,2020-12
national underdevelopment is not unconnected with bad and profligate political leadership  no nation can rise above the visions and dreams of its leaders at various levels  malaysia achieved economic prosperity and technological devt because they have good political leadership ,2020-07-08,2,1,2020-08,2020,0,national underdevelopment unconnected bad profligate political leadership nation rise various economic prosperity technological good political leadership,during,2020-07
real talk  tired of political scene in  malaysia  cant you just explain ur policies   how you goin to solve problems  semua tak boleh pakai,2020-08-23,0,1,2020-08,2020,0,real talk tired political scene explain ur solve,during,2020-08
a visiting prof comment pasal attitude senior researchers kat malaysia    they have a great idea and research but they love to kept it secrets because they scared if someone else might steal their idea   ,2020-12-01,0,1,2020-01,2020,1,visit prof comment attitude senior kat great idea research love kept someone else might steal idea,during,2020-12
shame on  uae on recognizing  israel as state  soon the  saudis will also recognize  israel  its time for  pakistan to make new group with  iran  turkey  qatar  afghanistan  malaysia in order stand for  muslimummah ,2020-08-14,0,1,2020-08,2020,0,shame state soon also recognize time make new group turkey order stand,during,2020-08
they are silent bcz they preferred trade instead of humanity  but  turkey and  malaysia were openly supporting kashmiris struggle  shame on oic  oicsilent on kashmir,2020-08-23,2,1,2020-08,2020,0,silent preferred trade instead humanity turkey openly support struggle shame,during,2020-08
this guy khairuddin some goddamn minister you bloody either need to pay more or step down your position  this is why malaysia is so corrupted  we never be as good as singapore  there s no equality at all  like wth  your paycheck so big but  scared  to pay more     ,2020-08-23,0,1,2020-08,2020,0,guy minister bloody either need pay step position corrupt never good equality like big pay,during,2020-08
anyone else tired of malaysia’s political scene   bcs i am  y’all really think we need this mess right now with a global pandemic happening  i could never tell a difference between politicians and selfishness ,2020-09-23,1,1,2020-09,2020,0,anyone else tired political scene I really think need mess right global pandemic happen I could never tell difference selfishness,during,2020-09
a piece of bad news on  covid19 front  in preliminary tests in malaysia  it has been found that some new strains of  coronavirus have been found that are up to 10 times more infectious than the strains that were found in the population earlier   coronavirusupdates,2020-08-17,0,1,2020-08,2020,0,piece bad news front preliminary find new find time infectious find population,during,2020-08
everyone on sony   ps5 pre order tomorrow  me   sony a7c arriving in malaysia this november  price starts from rm8399 tho  used a7iii not bad also,2020-09-17,0,1,2020-09,2020,0,everyone order tomorrow I price tho use bad also,during,2020-09
something need to be done with this rohingya people in malaysia  malaysian having almost a month and half period doing pkp  some of them sudah jadi tak berapa betul mental  risau smting bad will happen ,2020-04-26,0,1,2020-04,2020,0,something need people almost month half period mental bad happen,during,2020-04
ferris wheel date was not a pretty good idea  i was so scared  that shit keeps on swinging back and forth  with malaysia s weather hahaha so hot and suffocating  okay la  definitely a date to remember huhu,2020-10-08,0,1,2020-08,2020,1,wheel date pretty good idea I swinge back forth weather hot suffocate la definitely date remember,during,2020-10
i don t understand ppl who goes  singapore food bad malaysia food good  like stfu uncultured dumbass we really share the same culture it s just the same food,2020-08-13,0,1,2020-08,2020,1,I understand go food bad food good like uncultured really share culture food,during,2020-08
i get that malaysia cant afford to have another mco or else our economy will be very bad but    this is getting worst  400     stay safe everyone,2020-05-10,0,1,2020-10,2020,0,I get afford another else economy bad get bad stay safe everyone,during,2020-05
fascinating  how a man with so many criminal charges hanging over his head be allowed to continue as president of the biggest political party in malaysia  zaid hamidi should have resigned his position and give it to someone untainted  but this is malaysia  a nation of shame ,2020-09-28,0,1,2020-09,2020,0,fascinating man many criminal hanging head continue president big political party resign position give someone untainted nation shame,during,2020-09
i m not ready to have pay cut again  malaysia  can you please postpone your vacation and don t spread the virus  thank you very much ,2020-08-09,0,1,2020-09,2020,1,I ready pay cut please postpone vacation spread virus thank much,during,2020-08
just finished working on the first cut of our video highlighting the initial work done on covid 19  informational asymmetry  migrant workers  and precarity in malaysia  this forms the first phase of our project on covid 19  wellbeing   vulnerable communities  will post link soon ,2020-01-09,1,1,2020-09,2020,0,finish work first cut video initial work covid informational asymmetry migrant first phase project covid vulnerable post link soon,during,2020-01
moonbin   sanha   bad idea is at  83 on itunes malaysia  offclastro  moonbin sanha  badidea  in out  배드아이디어  문빈 산하  astro  아스트로  aroha  여섯개의별  아스트로의하나뿐인팬,2020-09-15,0,1,2020-09,2020,0,bad idea,during,2020-09
screw you  maxislistens for not encrypt the verification email which u send to your customers  as the leading mobile network in malaysia you guys don t even care about securing your customers email communication  shame on you,2020-09-28,1,1,2020-09,2020,0,screw encrypt verification u send lead mobile network even care communication shame,during,2020-09
does anyone has experience on buying tablet online  like from the company official site honestly im so scared of the shipping especially when it enters malaysia bcuz how rough the postman treats package   ,2020-09-09,0,1,2020-09,2020,1,anyone experience tablet like company official site honestly shipping especially rough postman package,during,2020-09
is it just me but malaysia dah ada brand product called mary kay  brand ni dari overseas tapi dah bankrup  blh check youtube byk gila review that its a bad brand yg bankrup  now mereka bertmpt di sg dan my  becareful with this mlm products  very suspicious,2020-03-08,1,1,2020-08,2020,0,I dah brand product mary kay brand ni dari overseas dah check review bad brand di dan suspicious,during,2020-03
i had argued with the dutch post over a month  please find me the parcel and post it to my customer pleaseeee     don t ask me to consult we pos malaysia liao  i already did so and even they sent you advice to investigating it do something        im tired of them,2020-03-09,0,1,2020-09,2020,0,I dutch post month please find I parcel post customer ask I consult I already even send advice investigate something tired,during,2020-03
the way malaysia s drama only show the bad example of mental illness  its either the manipulative crazy or one that goes into depression and self harming bc the gf bf broke up w them  like no  most of us are just too tired emotionally and physically we cant even leave the bed,2020-12-08,1,1,2020-08,2020,0,way drama show bad example mental illness either manipulative crazy one go depression self break w like tired emotionally physically even leave bed,during,2020-12
first cut came   woke me up then malaysia   kaykay now im just up,2020-07-22,1,1,2020-07,2020,0,first cut come wake I,during,2020-07
i never feel bad about myself now bc it seems like malaysia ministers ramai lagi bodoh dari aku,2020-03-09,0,1,2020-09,2020,1,I never feel bad like dari aku,during,2020-03
too bad malaysia s carrier doesn t offer one plus,2020-04-15,0,1,2020-04,2020,0,bad carrier offer one plus,during,2020-04
trade war before this slightly beri impak kat malaysia but this time idk  bila harga minyak turun  it’s a bad sign for economy  im skek esfak,2020-04-21,0,1,2020-04,2020,0,trade war slightly kat time bad sign economy,during,2020-04
i get tired of people saying “malaysia ni negara islam ” bruv it aint  truth hurts isn’t it so stop saying that to non muslims   read more bout our country,2020-07-17,1,1,2020-07,2020,0,I get tired people say ni truth stop say non read bout country,during,2020-07
wow  malaysia s airasia founders not taking salary  staff members accept up to 75  pay cut  airasia,2020-12-04,0,1,2020-04,2020,1,wow take salary staff accept pay cut,during,2020-12
intra region however  india is doing really bad  by measure of crude mortality rate  india is doing worse than china  indonesia  sri lanka  nepal  bangladesh  malaysia and many other nations  including most of africa,2020-08-07,1,1,2020-07,2020,0,region however really bad measure crude mortality rate bad china sri many,during,2020-08
not sure if any of my moots   followers live in malaysia but im very furious about selangor water cut rn so,2020-05-09,0,1,2020-09,2020,0,sure live furious water cut,during,2020-05
i believe malaysia is strong  however bad the economy after this    we will always pull through    the rakyat needs to help  rising from the ashes will be a tough    but    malaysia boleh    kan ,2020-04-15,0,1,2020-04,2020,1,I believe strong however bad economy always pull need help rise ashe tough kan,during,2020-04
uhm dear brands in malaysia  stop making everything into nasi lemak flavored  most of them are bad  thank you very much ,2020-12-09,0,1,2020-09,2020,0,dear stop make everything nasi flavor bad thank much,during,2020-12
okay but  redacted ’s d3ath hurt me so bad   he didn’t deserve that at all    but i hope he’s enjoying malaysia and reading lots of books with his husband  he was gay as hell    i don’t want to hear anything about it  ,2020-11-16,1,1,2020-11,2020,0,hurt I bad deserve I hope enjoy read lot husband gay hell I want hear anything,during,2020-11
passing baton to you guys i think i will annoy jae for tweeting too much abt malaysia and trends hahaahahahahahahahahahahahahahahah bye im so sad i will just eat my brunch,2020-06-07,0,1,2020-07,2020,0,pass baton I think I annoy much bye sad I eat brunch,during,2020-06
malaysia s current govt really pushing up the fear meter have never felt as hopeless for the future as we do now malaysia as a collective mind knows despair on a whole new level ,2020-02-05,1,1,2020-05,2020,0,current really push fear meter never feel hopeless future collective mind despair whole new level,during,2020-02
